MODULE	GENE
cntrol_5vs2_up_t2	AL591501.1
cntrol_5vs2_up_t2	AL591885.1
cntrol_5vs2_up_t2	AL592183.1
cntrol_5vs2_up_t2	AL592295.4
cntrol_5vs2_up_t2	AL603756.1
cntrol_5vs2_up_t2	AL627171.2
cntrol_5vs2_up_t2	AL645465.1
cntrol_5vs2_up_t2	AL683813.1
cntrol_5vs2_up_t2	ALAD
cntrol_5vs2_up_t2	ALDH1A2
cntrol_5vs2_up_t2	ALG1
cntrol_5vs2_up_t2	ALOX12-AS1
cntrol_5vs2_up_t2	ALS2CR12
cntrol_5vs2_up_t2	ALX4
cntrol_5vs2_up_t2	AMER2
cntrol_5vs2_up_t2	AMOTL1
cntrol_5vs2_up_t2	AMPH
cntrol_5vs2_up_t2	AMZ1
cntrol_5vs2_up_t2	ANAPC16
cntrol_5vs2_up_t2	ANK3
cntrol_5vs2_up_t2	ANKAR
cntrol_5vs2_up_t2	ANKH
cntrol_5vs2_up_t2	ANKRD11
cntrol_5vs2_up_t2	ANKRD12
cntrol_5vs2_up_t2	ANKRD18B
cntrol_5vs2_up_t2	ANKRD24
cntrol_5vs2_up_t2	ANKRD26
cntrol_5vs2_up_t2	ANKRD28
cntrol_5vs2_up_t2	ANKRD36
cntrol_5vs2_up_t2	ANKRD36B
cntrol_5vs2_up_t2	ANKRD36C
cntrol_5vs2_up_t2	ANKRD6
cntrol_5vs2_up_t2	ANKRD62
cntrol_5vs2_up_t2	ANKS3
cntrol_5vs2_up_t2	ANKUB1
cntrol_5vs2_up_t2	ANO6
cntrol_5vs2_up_t2	ANXA11
cntrol_5vs2_up_t2	ANXA2
cntrol_5vs2_up_t2	AP000251.1
cntrol_5vs2_up_t2	AP000254.1
cntrol_5vs2_up_t2	AP000487.1
cntrol_5vs2_up_t2	AP000812.1
cntrol_5vs2_up_t2	AP000866.1
cntrol_5vs2_up_t2	AP001092.1
cntrol_5vs2_up_t2	AP001269.1
cntrol_5vs2_up_t2	AP001318.2
cntrol_5vs2_up_t2	AP001542.3
cntrol_5vs2_up_t2	AP001628.1
cntrol_5vs2_up_t2	AP001993.1
cntrol_5vs2_up_t2	AP001999.1
cntrol_5vs2_up_t2	AP002495.2
cntrol_5vs2_up_t2	AP002989.1
cntrol_5vs2_up_t2	AP003716.1
cntrol_5vs2_up_t2	AP006295.1
cntrol_5vs2_up_t2	AP1S2
cntrol_5vs2_up_t2	AP2B1
cntrol_5vs2_up_t2	AP2M1
cntrol_5vs2_up_t2	AP3M1
cntrol_5vs2_up_t2	AP3S1
cntrol_5vs2_up_t2	AP4S1
cntrol_5vs2_up_t2	AP5M1
cntrol_5vs2_up_t2	APBA2
cntrol_5vs2_up_t2	APBB1
cntrol_5vs2_up_t2	APOO
cntrol_5vs2_up_t2	APRT
cntrol_5vs2_up_t2	APTR
cntrol_5vs2_up_t2	AQP8
cntrol_5vs2_up_t2	AQR
cntrol_5vs2_up_t2	ARF1
cntrol_5vs2_up_t2	ARFGEF1
cntrol_5vs2_up_t2	ARFGEF3
cntrol_5vs2_up_t2	ARGLU1
cntrol_5vs2_up_t2	ARHGAP20
cntrol_5vs2_up_t2	ARHGAP27
cntrol_5vs2_up_t2	ARHGAP32
cntrol_5vs2_up_t2	ARHGAP6
cntrol_5vs2_up_t2	ARHGEF7
cntrol_5vs2_up_t2	ARID1B
cntrol_5vs2_up_t2	ARID3B
cntrol_5vs2_up_t2	ARID4A
cntrol_5vs2_up_t2	ARID4B
cntrol_5vs2_up_t2	ARIH1
cntrol_5vs2_up_t2	ARL1
cntrol_5vs2_up_t2	ARL14EP
cntrol_5vs2_up_t2	ARL3
cntrol_5vs2_up_t2	ARL4A
cntrol_5vs2_up_t2	ARL6IP5
cntrol_5vs2_up_t2	ARMC3
cntrol_5vs2_up_t2	ARMC8
cntrol_5vs2_up_t2	ARMC9
cntrol_5vs2_up_t2	ARMCX4
cntrol_5vs2_up_t2	ARMH4
cntrol_5vs2_up_t2	ARNT
cntrol_5vs2_up_t2	ARNT2
cntrol_5vs2_up_t2	ARPC2
cntrol_5vs2_up_t2	ARPC3
cntrol_5vs2_up_t2	ARPC5
cntrol_5vs2_up_t2	ARPP19
cntrol_5vs2_up_t2	ARRDC3
cntrol_5vs2_up_t2	ART3
cntrol_5vs2_up_t2	ASH1L
cntrol_5vs2_up_t2	ASPG
cntrol_5vs2_up_t2	ASTN1
cntrol_5vs2_up_t2	ATCAY
cntrol_5vs2_up_t2	ATF2
cntrol_5vs2_up_t2	ATG9A
cntrol_5vs2_up_t2	ATP11A
cntrol_5vs2_up_t2	ATP11B
cntrol_5vs2_up_t2	ATP1B1
cntrol_5vs2_up_t2	ATP2A2
cntrol_5vs2_up_t2	ATP2B1
cntrol_5vs2_up_t2	ATP2B4
cntrol_5vs2_up_t2	ATP2C1
cntrol_5vs2_up_t2	ATP5F1B
cntrol_5vs2_up_t2	ATP5MG
cntrol_5vs2_up_t2	ATP5S
cntrol_5vs2_up_t2	ATP6V0E2
cntrol_5vs2_up_t2	ATP6V1D
cntrol_5vs2_up_t2	ATP7B
cntrol_5vs2_up_t2	ATP8A1
cntrol_5vs2_up_t2	ATPAF1
cntrol_5vs2_up_t2	ATR
cntrol_5vs2_up_t2	ATRX
cntrol_5vs2_up_t2	ATXN10
cntrol_5vs2_up_t2	ATXN3
cntrol_5vs2_up_t2	ATXN7L2
cntrol_5vs2_up_t2	ATXN7L3B
cntrol_5vs2_up_t2	AUH
cntrol_5vs2_up_t2	AVIL
cntrol_5vs2_up_t2	B4GALT3
cntrol_5vs2_up_t2	B4GALT5
cntrol_5vs2_up_t2	B9D1
cntrol_5vs2_up_t2	BABAM2
cntrol_5vs2_up_t2	BACH2
cntrol_5vs2_up_t2	BAG2
cntrol_5vs2_up_t2	BAHCC1
cntrol_5vs2_up_t2	BAP1
cntrol_5vs2_up_t2	BAZ1B
cntrol_5vs2_up_t2	BAZ2A
cntrol_5vs2_up_t2	BAZ2B
cntrol_5vs2_up_t2	BBS2
cntrol_5vs2_up_t2	BBX
cntrol_5vs2_up_t2	BCAP29
cntrol_5vs2_up_t2	BCL11A
cntrol_5vs2_up_t2	BCL2
cntrol_5vs2_up_t2	BCL2L13
cntrol_5vs2_up_t2	BCL9
cntrol_5vs2_up_t2	BCLAF1
cntrol_5vs2_up_t2	BCO1
cntrol_5vs2_up_t2	BEND6
cntrol_5vs2_up_t2	BEX2
cntrol_5vs2_up_t2	BEX3
cntrol_5vs2_up_t2	BFAR
cntrol_5vs2_up_t2	BHLHE40
cntrol_5vs2_up_t2	BMPR1B
cntrol_5vs2_up_t2	BMPR2
cntrol_5vs2_up_t2	BNIP2
cntrol_5vs2_up_t2	BNIP3L
cntrol_5vs2_up_t2	BOD1L1
cntrol_5vs2_up_t2	BORCS6
cntrol_5vs2_up_t2	BPIFB1
cntrol_5vs2_up_t2	BPTF
cntrol_5vs2_up_t2	BRAF
cntrol_5vs2_up_t2	BRD4
cntrol_5vs2_up_t2	BRINP1
cntrol_5vs2_up_t2	BRWD1
cntrol_5vs2_up_t2	BRWD3
cntrol_5vs2_up_t2	BSDC1
cntrol_5vs2_up_t2	BSN
cntrol_5vs2_up_t2	BTBD3
cntrol_5vs2_up_t2	BTBD7
cntrol_5vs2_up_t2	BTBD8
cntrol_5vs2_up_t2	BTBD9
cntrol_5vs2_up_t2	BTG1
cntrol_5vs2_up_t2	BTN2A2
cntrol_5vs2_up_t2	BTRC
cntrol_5vs2_up_t2	BUD23
cntrol_5vs2_up_t2	C10orf88
cntrol_5vs2_up_t2	C11orf58
cntrol_5vs2_up_t2	C11orf71
cntrol_5vs2_up_t2	C11orf80
cntrol_5vs2_up_t2	C11orf87
cntrol_5vs2_up_t2	C12orf43
cntrol_5vs2_up_t2	C15orf41
cntrol_5vs2_up_t2	C15orf61
cntrol_5vs2_up_t2	C16orf45
cntrol_5vs2_up_t2	C16orf86
cntrol_5vs2_up_t2	C18orf63
cntrol_5vs2_up_t2	C19orf12
cntrol_5vs2_up_t2	C19orf48
cntrol_5vs2_up_t2	C19orf53
cntrol_5vs2_up_t2	C19orf71
cntrol_5vs2_up_t2	C1D
cntrol_5vs2_up_t2	C1orf115
cntrol_5vs2_up_t2	C1orf198
cntrol_5vs2_up_t2	C1orf220
cntrol_5vs2_up_t2	C1QL2
cntrol_5vs2_up_t2	C2orf16
cntrol_5vs2_up_t2	C3orf58
cntrol_5vs2_up_t2	C3orf84
cntrol_5vs2_up_t2	C4orf17
cntrol_5vs2_up_t2	C4orf46
cntrol_5vs2_up_t2	C6orf89
cntrol_5vs2_up_t2	C9orf3
cntrol_5vs2_up_t2	CABCOCO1
cntrol_5vs2_up_t2	CABLES1
cntrol_5vs2_up_t2	CABLES2
cntrol_5vs2_up_t2	CACNA1B
cntrol_5vs2_up_t2	CACNA1C
cntrol_5vs2_up_t2	CACNA1D
cntrol_5vs2_up_t2	CACNA1I
cntrol_5vs2_up_t2	CACNB3
cntrol_5vs2_up_t2	CACNG2
cntrol_5vs2_up_t2	CADM1
cntrol_5vs2_up_t2	CADM2
cntrol_5vs2_up_t2	CADM3
cntrol_5vs2_up_t2	CAHM
cntrol_5vs2_up_t2	CALCRL
cntrol_5vs2_up_t2	CALM1
cntrol_5vs2_up_t2	CALM3
cntrol_5vs2_up_t2	CALN1
cntrol_5vs2_up_t2	CALR
cntrol_5vs2_up_t2	CALU
cntrol_5vs2_up_t2	CAMK1
cntrol_5vs2_up_t2	CAMK1D
cntrol_5vs2_up_t2	CAMK2B
cntrol_5vs2_up_t2	CAMK2D
cntrol_5vs2_up_t2	CAMK2N1
cntrol_5vs2_up_t2	CAMKK1
cntrol_5vs2_up_t2	CAMSAP2
cntrol_5vs2_up_t2	CAMTA1
cntrol_5vs2_up_t2	CAND1
cntrol_5vs2_up_t2	CANT1
cntrol_5vs2_up_t2	CAPN7
cntrol_5vs2_up_t2	CAPRIN1
cntrol_5vs2_up_t2	CAPZB
cntrol_5vs2_up_t2	CARF
cntrol_5vs2_up_t2	CARHSP1
cntrol_5vs2_up_t2	CARMN
cntrol_5vs2_up_t2	CASC3
cntrol_5vs2_up_t2	CASK
cntrol_5vs2_up_t2	CASP10
cntrol_5vs2_up_t2	CASP3
cntrol_5vs2_up_t2	CASTOR3
cntrol_5vs2_up_t2	CBLN2
cntrol_5vs2_up_t2	CBX1
cntrol_5vs2_up_t2	CBX5
cntrol_5vs2_up_t2	CBX6
cntrol_5vs2_up_t2	CC2D1A
cntrol_5vs2_up_t2	CCAR1
cntrol_5vs2_up_t2	CCDC138
cntrol_5vs2_up_t2	CCDC144NL
cntrol_5vs2_up_t2	CCDC144NL-AS1
cntrol_5vs2_up_t2	CCDC148
cntrol_5vs2_up_t2	CCDC149
cntrol_5vs2_up_t2	CCDC152
cntrol_5vs2_up_t2	CCDC181
cntrol_5vs2_up_t2	CCDC186
cntrol_5vs2_up_t2	CCDC194
cntrol_5vs2_up_t2	CCDC3
cntrol_5vs2_up_t2	CCDC50
cntrol_5vs2_up_t2	CCDC6
cntrol_5vs2_up_t2	CCDC7
cntrol_5vs2_up_t2	CCDC74A
cntrol_5vs2_up_t2	CCDC8
cntrol_5vs2_up_t2	CCDC88C
cntrol_5vs2_up_t2	CCDC90B
cntrol_5vs2_up_t2	CCDC92
cntrol_5vs2_up_t2	CCHCR1
cntrol_5vs2_up_t2	CCNB2
cntrol_5vs2_up_t2	CCND2
cntrol_5vs2_up_t2	CCNH
cntrol_5vs2_up_t2	CCNL2
cntrol_5vs2_up_t2	CCNT1
cntrol_5vs2_up_t2	CCPG1
cntrol_5vs2_up_t2	CCSAP
cntrol_5vs2_up_t2	CCSER2
cntrol_5vs2_up_t2	CCT7
cntrol_5vs2_up_t2	CCZ1B
cntrol_5vs2_up_t2	CD14
cntrol_5vs2_up_t2	CD247
cntrol_5vs2_up_t2	CD81
cntrol_5vs2_up_t2	CD93
cntrol_5vs2_up_t2	CDC37L1
cntrol_5vs2_up_t2	CDC40
cntrol_5vs2_up_t2	CDC42BPA
cntrol_5vs2_up_t2	CDC42SE1
cntrol_5vs2_up_t2	CDC73
cntrol_5vs2_up_t2	CDH12
cntrol_5vs2_up_t2	CDH13
cntrol_5vs2_up_t2	CDH18
cntrol_5vs2_up_t2	CDH18-AS1
cntrol_5vs2_up_t2	CDH7
cntrol_5vs2_up_t2	CDH9
cntrol_5vs2_up_t2	CDK13
cntrol_5vs2_up_t2	CDK19
cntrol_5vs2_up_t2	CDK5R1
cntrol_5vs2_up_t2	CDKL3
cntrol_5vs2_up_t2	CDS2
cntrol_5vs2_up_t2	CDV3
cntrol_5vs2_up_t2	CEBPZOS
cntrol_5vs2_up_t2	CELF1
cntrol_5vs2_up_t2	CELF2-AS1
cntrol_5vs2_up_t2	CELF4
cntrol_5vs2_up_t2	CELF5
cntrol_5vs2_up_t2	CEMIP
cntrol_5vs2_up_t2	CEMIP2
cntrol_5vs2_up_t2	CEP128
cntrol_5vs2_up_t2	CEP162
cntrol_5vs2_up_t2	CEP170
cntrol_5vs2_up_t2	CEP170B
cntrol_5vs2_up_t2	CEP192
cntrol_5vs2_up_t2	CEP250
cntrol_5vs2_up_t2	CEP295
cntrol_5vs2_up_t2	CEP350
cntrol_5vs2_up_t2	CEP41
cntrol_5vs2_up_t2	CEP78
cntrol_5vs2_up_t2	CEP95
cntrol_5vs2_up_t2	CERS5
cntrol_5vs2_up_t2	CFAP126
cntrol_5vs2_up_t2	CFAP157
cntrol_5vs2_up_t2	CFAP43
cntrol_5vs2_up_t2	CFAP44
cntrol_5vs2_up_t2	CFAP69
cntrol_5vs2_up_t2	CFLAR
cntrol_5vs2_up_t2	CFLAR-AS1
cntrol_5vs2_up_t2	CHCHD3
cntrol_5vs2_up_t2	CHD1
cntrol_5vs2_up_t2	CHD8
cntrol_5vs2_up_t2	CHGB
cntrol_5vs2_up_t2	CHMP4A
cntrol_5vs2_up_t2	CHMP4B
cntrol_5vs2_up_t2	CHN1
cntrol_5vs2_up_t2	CHRAC1
cntrol_5vs2_up_t2	CHRDL1
cntrol_5vs2_up_t2	CHRM2
cntrol_5vs2_up_t2	CHRM3
cntrol_5vs2_up_t2	CHRNG
cntrol_5vs2_up_t2	CHST1
cntrol_5vs2_up_t2	CHST2
cntrol_5vs2_up_t2	CHSY1
cntrol_5vs2_up_t2	CIB2
cntrol_5vs2_up_t2	CIC
cntrol_5vs2_up_t2	CIP2A
cntrol_5vs2_up_t2	CIR1
cntrol_5vs2_up_t2	CISD1
cntrol_5vs2_up_t2	CKB
cntrol_5vs2_up_t2	CLASP1
cntrol_5vs2_up_t2	CLASP2
cntrol_5vs2_up_t2	CLASRP
cntrol_5vs2_up_t2	CLCN1
cntrol_5vs2_up_t2	CLCN5
cntrol_5vs2_up_t2	CLEC16A
cntrol_5vs2_up_t2	CLEC2D
cntrol_5vs2_up_t2	CLEC4A
cntrol_5vs2_up_t2	CLIP1
cntrol_5vs2_up_t2	CLIP3
cntrol_5vs2_up_t2	CLK3
cntrol_5vs2_up_t2	CLK4
cntrol_5vs2_up_t2	CLOCK
cntrol_5vs2_up_t2	CLTA
cntrol_5vs2_up_t2	CLTB
cntrol_5vs2_up_t2	CLTC
cntrol_5vs2_up_t2	CMPK2
cntrol_5vs2_up_t2	CMSS1
cntrol_5vs2_up_t2	CMYA5
cntrol_5vs2_up_t2	CNIH4
cntrol_5vs2_up_t2	CNKSR2
cntrol_5vs2_up_t2	CNN1
cntrol_5vs2_up_t2	CNNM4
cntrol_5vs2_up_t2	CNOT3
cntrol_5vs2_up_t2	CNOT4
cntrol_5vs2_up_t2	CNOT6
cntrol_5vs2_up_t2	CNPY1
cntrol_5vs2_up_t2	CNRIP1
cntrol_5vs2_up_t2	CNTFR
cntrol_5vs2_up_t2	CNTN3
cntrol_5vs2_up_t2	CNTNAP5
cntrol_5vs2_up_t2	COA5
cntrol_5vs2_up_t2	COG7
cntrol_5vs2_up_t2	COG8
cntrol_5vs2_up_t2	COL14A1
cntrol_5vs2_up_t2	COL27A1
cntrol_5vs2_up_t2	COL4A3BP
cntrol_5vs2_up_t2	COMMD1
cntrol_5vs2_up_t2	COMMD4
cntrol_5vs2_up_t2	COMMD5
cntrol_5vs2_up_t2	COPA
cntrol_5vs2_up_t2	COPE
cntrol_5vs2_up_t2	COQ4
cntrol_5vs2_up_t2	COQ6
cntrol_5vs2_up_t2	COX4I1
cntrol_5vs2_up_t2	COX6C
cntrol_5vs2_up_t2	COX7A2
cntrol_5vs2_up_t2	COX7A2L
cntrol_5vs2_up_t2	COX7C
cntrol_5vs2_up_t2	CPEB3
cntrol_5vs2_up_t2	CPEB4
cntrol_5vs2_up_t2	CPLANE1
cntrol_5vs2_up_t2	CPLX2
cntrol_5vs2_up_t2	CPNE1
cntrol_5vs2_up_t2	CPSF1
cntrol_5vs2_up_t2	CPSF6
cntrol_5vs2_up_t2	CPXM2
cntrol_5vs2_up_t2	CREBBP
cntrol_5vs2_up_t2	CREBRF
cntrol_5vs2_up_t2	CRIM1
cntrol_5vs2_up_t2	CRISP1
cntrol_5vs2_up_t2	CRLS1
cntrol_5vs2_up_t2	CRMP1
cntrol_5vs2_up_t2	CROCC
cntrol_5vs2_up_t2	CSAD
cntrol_5vs2_up_t2	CSDE1
cntrol_5vs2_up_t2	CSE1L
cntrol_5vs2_up_t2	CSGALNACT1
cntrol_5vs2_up_t2	CSMD1
cntrol_5vs2_up_t2	CSMD3
cntrol_5vs2_up_t2	CSNK1A1
cntrol_5vs2_up_t2	CSRNP2
cntrol_5vs2_up_t2	CSRNP3
cntrol_5vs2_up_t2	CSRP1
cntrol_5vs2_up_t2	CSTB
cntrol_5vs2_up_t2	CSTF3
cntrol_5vs2_up_t2	CTDSP2
cntrol_5vs2_up_t2	CTIF
cntrol_5vs2_up_t2	CTNNA2
cntrol_5vs2_up_t2	CTNNAL1
cntrol_5vs2_up_t2	CTPS2
cntrol_5vs2_up_t2	CTR9
cntrol_5vs2_up_t2	CTSA
cntrol_5vs2_up_t2	CTTNBP2NL
cntrol_5vs2_up_t2	CUBN
cntrol_5vs2_up_t2	CUL1
cntrol_5vs2_up_t2	CUL4A
cntrol_5vs2_up_t2	CUL4B
cntrol_5vs2_up_t2	CUL5
cntrol_5vs2_up_t2	CXorf57
cntrol_5vs2_up_t2	CYB5A
cntrol_5vs2_up_t2	CYFIP1
cntrol_5vs2_up_t2	CYFIP2
cntrol_5vs2_up_t2	CYP11B2
cntrol_5vs2_up_t2	CYP1B1-AS1
cntrol_5vs2_up_t2	CYP7B1
cntrol_5vs2_up_t2	CYREN
cntrol_5vs2_up_t2	DAAM1
cntrol_5vs2_up_t2	DAB1
cntrol_5vs2_up_t2	DACH2
cntrol_5vs2_up_t2	DACT1
cntrol_5vs2_up_t2	DACT3
cntrol_5vs2_up_t2	DANT2
cntrol_5vs2_up_t2	DBF4B
cntrol_5vs2_up_t2	DCC
cntrol_5vs2_up_t2	DCP1B
cntrol_5vs2_up_t2	DDX10
cntrol_5vs2_up_t2	DDX17
cntrol_5vs2_up_t2	DDX23
cntrol_5vs2_up_t2	DDX24
cntrol_5vs2_up_t2	DDX25
cntrol_5vs2_up_t2	DDX46
cntrol_5vs2_up_t2	DDX51
cntrol_5vs2_up_t2	DDX52
cntrol_5vs2_up_t2	DDX54
cntrol_5vs2_up_t2	DDX6
cntrol_5vs2_up_t2	DECR2
cntrol_5vs2_up_t2	DENND1A
cntrol_5vs2_up_t2	DENND2A
cntrol_5vs2_up_t2	DENND2C
cntrol_5vs2_up_t2	DENND4A
cntrol_5vs2_up_t2	DENND4B
cntrol_5vs2_up_t2	DEPTOR
cntrol_5vs2_up_t2	DERL2
cntrol_5vs2_up_t2	DES
cntrol_5vs2_up_t2	DFFB
cntrol_5vs2_up_t2	DGKB
cntrol_5vs2_up_t2	DGKG
cntrol_5vs2_up_t2	DGKZ
cntrol_5vs2_up_t2	DHCR7
cntrol_5vs2_up_t2	DHRS11
cntrol_5vs2_up_t2	DHRSX
cntrol_5vs2_up_t2	DHX15
cntrol_5vs2_up_t2	DHX30
cntrol_5vs2_up_t2	DHX57
cntrol_5vs2_up_t2	DHX9
cntrol_5vs2_up_t2	DIAPH2
cntrol_5vs2_up_t2	DIAPH2-AS1
cntrol_5vs2_up_t2	DIS3
cntrol_5vs2_up_t2	DIS3L
cntrol_5vs2_up_t2	DIXDC1
cntrol_5vs2_up_t2	DKC1
cntrol_5vs2_up_t2	DKK3
cntrol_5vs2_up_t2	DLEU2
cntrol_5vs2_up_t2	DLG1
cntrol_5vs2_up_t2	DLG5
cntrol_5vs2_up_t2	DLGAP1
cntrol_5vs2_up_t2	DLGAP1-AS1
cntrol_5vs2_up_t2	DLGAP3
cntrol_5vs2_up_t2	DMRT3
cntrol_5vs2_up_t2	DMRTC2
cntrol_5vs2_up_t2	DMTN
cntrol_5vs2_up_t2	DMXL1
cntrol_5vs2_up_t2	DNAH6
cntrol_5vs2_up_t2	DNAJA2
cntrol_5vs2_up_t2	DNAJA4
cntrol_5vs2_up_t2	DNAJC12
cntrol_5vs2_up_t2	DNAJC13
cntrol_5vs2_up_t2	DNAJC16
cntrol_5vs2_up_t2	DNAJC27-AS1
cntrol_5vs2_up_t2	DNAJC7
cntrol_5vs2_up_t2	DNAL1
cntrol_5vs2_up_t2	DNHD1
cntrol_5vs2_up_t2	DNM1
cntrol_5vs2_up_t2	DNMT3A
cntrol_5vs2_up_t2	DNMT3B
cntrol_5vs2_up_t2	DNTTIP2
cntrol_5vs2_up_t2	DOCK1
cntrol_5vs2_up_t2	DOCK10
cntrol_5vs2_up_t2	DOCK3
cntrol_5vs2_up_t2	DOK5
cntrol_5vs2_up_t2	DOPEY1
cntrol_5vs2_up_t2	DPH1
cntrol_5vs2_up_t2	DPH5
cntrol_5vs2_up_t2	DPP6
cntrol_5vs2_up_t2	DPY19L2
cntrol_5vs2_up_t2	DPYSL2
cntrol_5vs2_up_t2	DR1
cntrol_5vs2_up_t2	DRD1
cntrol_5vs2_up_t2	DRD2
cntrol_5vs2_up_t2	DROSHA
cntrol_5vs2_up_t2	DSCAM
cntrol_5vs2_up_t2	DSCAML1
cntrol_5vs2_up_t2	DSP
cntrol_5vs2_up_t2	DST
cntrol_5vs2_up_t2	DSTN
cntrol_5vs2_up_t2	DSTYK
cntrol_5vs2_up_t2	DTNA
cntrol_5vs2_up_t2	DTWD1
cntrol_5vs2_up_t2	DTWD2
cntrol_5vs2_up_t2	DUSP13
cntrol_5vs2_up_t2	DWORF
cntrol_5vs2_up_t2	DYM
cntrol_5vs2_up_t2	DYNC1LI2
cntrol_5vs2_up_t2	DYNLRB1
cntrol_5vs2_up_t2	DYRK3
cntrol_5vs2_up_t2	DYTN
cntrol_5vs2_up_t2	DZIP1L
cntrol_5vs2_up_t2	E2F4
cntrol_5vs2_up_t2	ECPAS
cntrol_5vs2_up_t2	EDIL3
cntrol_5vs2_up_t2	EEF1A1
cntrol_5vs2_up_t2	EEF2
cntrol_5vs2_up_t2	EEPD1
cntrol_5vs2_up_t2	EFCAB1
cntrol_5vs2_up_t2	EFCAB14
cntrol_5vs2_up_t2	EFCAB2
cntrol_5vs2_up_t2	EGFR
cntrol_5vs2_up_t2	EID1
cntrol_5vs2_up_t2	EIF1
cntrol_5vs2_up_t2	EIF1B
cntrol_5vs2_up_t2	EIF2AK3
cntrol_5vs2_up_t2	EIF2AK4
cntrol_5vs2_up_t2	EIF3E
cntrol_5vs2_up_t2	EIF4B
cntrol_5vs2_up_t2	EIF4E2
cntrol_5vs2_up_t2	EIF4E3
cntrol_5vs2_up_t2	ELF2
cntrol_5vs2_up_t2	ELK1
cntrol_5vs2_up_t2	ELK4
cntrol_5vs2_up_t2	ELP2
cntrol_5vs2_up_t2	EMC2
cntrol_5vs2_up_t2	EMC3
cntrol_5vs2_up_t2	EMC4
cntrol_5vs2_up_t2	EMC8
cntrol_5vs2_up_t2	EMCN
cntrol_5vs2_up_t2	EML1
cntrol_5vs2_up_t2	EML5
cntrol_5vs2_up_t2	EML6
cntrol_5vs2_up_t2	EMP1
cntrol_5vs2_up_t2	EMSY
cntrol_5vs2_up_t2	ENAH
cntrol_5vs2_up_t2	ENOSF1
cntrol_5vs2_up_t2	ENOX1
cntrol_5vs2_up_t2	ENSA
cntrol_5vs2_up_t2	ENTPD1-AS1
cntrol_5vs2_up_t2	ENTPD3-AS1
cntrol_5vs2_up_t2	EP300
cntrol_5vs2_up_t2	EP400
cntrol_5vs2_up_t2	EPB41
cntrol_5vs2_up_t2	EPB41L2
cntrol_5vs2_up_t2	EPC1
cntrol_5vs2_up_t2	EPHA1-AS1
cntrol_5vs2_up_t2	EPHA6
cntrol_5vs2_up_t2	EPHA7
cntrol_5vs2_up_t2	EPHB2
cntrol_5vs2_up_t2	EPHX2
cntrol_5vs2_up_t2	EPHX4
cntrol_5vs2_up_t2	EPRS
cntrol_5vs2_up_t2	ERC1
cntrol_5vs2_up_t2	ERC2
cntrol_5vs2_up_t2	ERCC6L2
cntrol_5vs2_up_t2	ERGIC1
cntrol_5vs2_up_t2	ERH
cntrol_5vs2_up_t2	ERLEC1
cntrol_5vs2_up_t2	ERP44
cntrol_5vs2_up_t2	ESF1
cntrol_5vs2_up_t2	ESRRG
cntrol_5vs2_up_t2	ETF1
cntrol_5vs2_up_t2	ETV5
cntrol_5vs2_up_t2	ETV6
cntrol_5vs2_up_t2	EXO1
cntrol_5vs2_up_t2	EXOC4
cntrol_5vs2_up_t2	EXOC5
cntrol_5vs2_up_t2	EXOC6B
cntrol_5vs2_up_t2	EXOG
cntrol_5vs2_up_t2	EXTL3
cntrol_5vs2_up_t2	EYA4
cntrol_5vs2_up_t2	F10
cntrol_5vs2_up_t2	F8A1
cntrol_5vs2_up_t2	FAF1
cntrol_5vs2_up_t2	FAHD2A
cntrol_5vs2_up_t2	FAHD2B
cntrol_5vs2_up_t2	FAIM2
cntrol_5vs2_up_t2	FAM107A
cntrol_5vs2_up_t2	FAM117A
cntrol_5vs2_up_t2	FAM117B
cntrol_5vs2_up_t2	FAM120B
cntrol_5vs2_up_t2	FAM131A
cntrol_5vs2_up_t2	FAM133B
cntrol_5vs2_up_t2	FAM136A
cntrol_5vs2_up_t2	FAM13A-AS1
cntrol_5vs2_up_t2	FAM149A
cntrol_5vs2_up_t2	FAM156A
cntrol_5vs2_up_t2	FAM160A1
cntrol_5vs2_up_t2	FAM162A
cntrol_5vs2_up_t2	FAM163A
cntrol_5vs2_up_t2	FAM169A
cntrol_5vs2_up_t2	FAM171A1
cntrol_5vs2_up_t2	FAM171B
cntrol_5vs2_up_t2	FAM172A
cntrol_5vs2_up_t2	FAM193A
cntrol_5vs2_up_t2	FAM196A
cntrol_5vs2_up_t2	FAM199X
cntrol_5vs2_up_t2	FAM19A2
cntrol_5vs2_up_t2	FAM200B
cntrol_5vs2_up_t2	FAM208A
cntrol_5vs2_up_t2	FAM209B
cntrol_5vs2_up_t2	FAM20B
cntrol_5vs2_up_t2	FAM213A
cntrol_5vs2_up_t2	FAM214A
cntrol_5vs2_up_t2	FAM228B
cntrol_5vs2_up_t2	FAM234A
cntrol_5vs2_up_t2	FAM3C
cntrol_5vs2_up_t2	FAM49A
cntrol_5vs2_up_t2	FAM66C
cntrol_5vs2_up_t2	FAM69A
cntrol_5vs2_up_t2	FAM78B
cntrol_5vs2_up_t2	FAM84A
cntrol_5vs2_up_t2	FAN1
cntrol_5vs2_up_t2	FANCL
cntrol_5vs2_up_t2	FARP1
cntrol_5vs2_up_t2	FASTK
cntrol_5vs2_up_t2	FAT4
cntrol_5vs2_up_t2	FAU
cntrol_5vs2_up_t2	FBF1
cntrol_5vs2_up_t2	FBN1
cntrol_5vs2_up_t2	FBXL14
cntrol_5vs2_up_t2	FBXL17
