region,cluster_cell_type,genes
calcarine,excitatory,YY1
calcarine,excitatory,SCAF8
calcarine,excitatory,MPP7
calcarine,excitatory,PPP2R2D
calcarine,excitatory,ARL17B
calcarine,excitatory,USP14
calcarine,excitatory,TM9SF3
calcarine,excitatory,MYO9B
calcarine,excitatory,SRSF2
calcarine,excitatory,RPS28
calcarine,excitatory,TMEM181
calcarine,excitatory,ABHD12
calcarine,excitatory,STAG2
calcarine,excitatory,UBAP1L
calcarine,excitatory,GIPC2
calcarine,excitatory,SH3YL1
calcarine,excitatory,LY86-AS1
calcarine,excitatory,RPS16
calcarine,excitatory,NDUFA3
calcarine,excitatory,MDM4
calcarine,excitatory,LCORL
calcarine,excitatory,UBA6
calcarine,excitatory,CAMLG
calcarine,excitatory,CENPP
calcarine,excitatory,ANKRD34C-AS1
calcarine,excitatory,SUN2
calcarine,excitatory,HAGH
calcarine,excitatory,AHDC1
calcarine,excitatory,ASXL3
calcarine,excitatory,PIGN
calcarine,excitatory,STAU1
calcarine,excitatory,ATP2B4
calcarine,excitatory,PSME4
calcarine,excitatory,FBXO3
calcarine,excitatory,HBS1L
calcarine,excitatory,SAFB
calcarine,excitatory,COL26A1
calcarine,excitatory,JAM3
calcarine,excitatory,DDHD2
calcarine,excitatory,NUP58
calcarine,excitatory,HECTD2
calcarine,excitatory,PTPN2
calcarine,excitatory,TNKS2
calcarine,excitatory,AP5M1
calcarine,excitatory,CNTNAP4
calcarine,excitatory,EPB41L4B
calcarine,excitatory,NEUROD2
calcarine,excitatory,TMEM241
calcarine,excitatory,SECISBP2
calcarine,excitatory,GGA2
calcarine,excitatory,MUM1
calcarine,excitatory,HS6ST1
calcarine,excitatory,KIAA1324L
calcarine,excitatory,RNF208
calcarine,excitatory,CRIM1
calcarine,excitatory,PPP4R3B
calcarine,excitatory,GMDS-DT
calcarine,excitatory,SRI
calcarine,excitatory,USF2
calcarine,excitatory,TET3
calcarine,excitatory,PRRT1
calcarine,excitatory,PDPK1
calcarine,excitatory,SLC4A7
calcarine,excitatory,IP6K2
calcarine,excitatory,ENAH
calcarine,excitatory,EIF4H
calcarine,excitatory,CYHR1
calcarine,excitatory,MAPKAP1
calcarine,excitatory,DDX10
calcarine,excitatory,N4BP1
calcarine,excitatory,SLC25A6
calcarine,excitatory,ARMCX3
calcarine,excitatory,FAM193A
calcarine,excitatory,MGAT4A
calcarine,excitatory,NCL
calcarine,excitatory,ARIH2
calcarine,excitatory,PHLPP2
calcarine,excitatory,JPH3
calcarine,excitatory,SRSF10
calcarine,excitatory,HRH2
calcarine,excitatory,TNRC18
calcarine,excitatory,KLHL42
calcarine,excitatory,NIPA1
calcarine,excitatory,GULP1
calcarine,excitatory,CPNE5
calcarine,excitatory,BAZ1B
calcarine,excitatory,CCDC57
calcarine,excitatory,DIP2A
calcarine,excitatory,ZKSCAN1
calcarine,excitatory,NOL10
calcarine,excitatory,FBXO42
calcarine,excitatory,TRRAP
calcarine,excitatory,AC104806.2
calcarine,excitatory,PGP
calcarine,excitatory,CD46
calcarine,excitatory,PMS1
calcarine,excitatory,LDHA
calcarine,excitatory,TBC1D4
calcarine,excitatory,PPARGC1A
calcarine,excitatory,MPPED1
calcarine,excitatory,MEF2D
calcarine,excitatory,FAXC
calcarine,excitatory,TRAF3
calcarine,excitatory,NMD3
calcarine,excitatory,REEP3
calcarine,excitatory,PPDPF
calcarine,excitatory,HMBOX1
calcarine,excitatory,CCDC82
calcarine,excitatory,OMG
calcarine,excitatory,AC024901.1
calcarine,excitatory,AP1G1
calcarine,excitatory,CAMTA2
calcarine,excitatory,ACVR2A
calcarine,excitatory,MFSD14C
calcarine,excitatory,RCN2
calcarine,excitatory,HLCS
calcarine,excitatory,PHC2
calcarine,excitatory,DHX9
calcarine,excitatory,SYNJ2
calcarine,excitatory,UTP23
calcarine,excitatory,FBXL16
calcarine,excitatory,GLS2
calcarine,excitatory,TLK2
calcarine,excitatory,CSNK2A1
calcarine,excitatory,EPB41L5
calcarine,excitatory,MINDY3
calcarine,excitatory,MAPK6
calcarine,excitatory,AC113383.1
calcarine,excitatory,GOLGA7B
calcarine,excitatory,METTL26
calcarine,excitatory,CEP63
calcarine,excitatory,TMEM165
calcarine,excitatory,UBQLN2
calcarine,excitatory,STX12
calcarine,excitatory,COPS9
calcarine,excitatory,SERP2
calcarine,excitatory,PITPNC1
calcarine,excitatory,DOCK7
calcarine,excitatory,PNMA1
calcarine,excitatory,TCF20
calcarine,excitatory,AP3B1
calcarine,excitatory,TBC1D15
calcarine,excitatory,ENTPD6
calcarine,excitatory,PRPF19
calcarine,excitatory,COLGALT2
calcarine,excitatory,PTPRE
calcarine,excitatory,KATNAL1
calcarine,excitatory,MAL2
calcarine,excitatory,ZNF251
calcarine,excitatory,CSAD
calcarine,excitatory,GRIK5
calcarine,excitatory,TMEM145
calcarine,excitatory,ACADM
calcarine,excitatory,ZNF652
calcarine,excitatory,PITHD1
calcarine,excitatory,SCN2B
calcarine,excitatory,RYR3
calcarine,excitatory,FBXO16
calcarine,excitatory,HEATR5B
calcarine,excitatory,PPFIA1
calcarine,excitatory,SARS
calcarine,excitatory,UBE2L3
calcarine,excitatory,KCTD3
calcarine,excitatory,SYNGR3
calcarine,excitatory,EPRS
calcarine,excitatory,FKBP2
calcarine,excitatory,COPRS
calcarine,excitatory,EPC2
calcarine,excitatory,UPP2
calcarine,excitatory,BRK1
calcarine,excitatory,NAA15
calcarine,excitatory,JMY
calcarine,excitatory,AQR
calcarine,excitatory,DTWD1
calcarine,excitatory,TRAP1
calcarine,excitatory,IFT172
calcarine,excitatory,ULK2
calcarine,excitatory,NME5
calcarine,excitatory,TTC1
calcarine,excitatory,ELOVL4
calcarine,excitatory,GAS2
calcarine,excitatory,CHST1
calcarine,excitatory,KCNIP2
calcarine,excitatory,TRIR
calcarine,excitatory,HARS
calcarine,excitatory,FHL1
calcarine,excitatory,CLEC16A
calcarine,excitatory,TRAPPC8
calcarine,excitatory,SMC6
calcarine,excitatory,STK38L
calcarine,excitatory,EPHX4
calcarine,excitatory,CSNK1G3
calcarine,excitatory,DNAH6
calcarine,excitatory,AZIN1
calcarine,excitatory,FRA10AC1
calcarine,excitatory,CXADR
calcarine,excitatory,UBR4
calcarine,excitatory,GPR75-ASB3
calcarine,excitatory,CGGBP1
calcarine,excitatory,MMP17
calcarine,excitatory,SUPT16H
calcarine,excitatory,NRG2
calcarine,excitatory,GPRASP1
calcarine,excitatory,WDR37
calcarine,excitatory,IPO9
calcarine,excitatory,DUT
calcarine,excitatory,GALNT1
calcarine,excitatory,VAV3
calcarine,excitatory,POLR2B
calcarine,excitatory,MTHFD1L
calcarine,excitatory,MAP2K2
calcarine,excitatory,ANKRD33B
calcarine,excitatory,ANKRD46
calcarine,excitatory,TMEM259
calcarine,excitatory,CXXC4-AS1
calcarine,excitatory,PSMG2
calcarine,excitatory,TROVE2
calcarine,excitatory,ZC3H8
calcarine,excitatory,CHD1
calcarine,excitatory,PLAGL1
calcarine,excitatory,RC3H2
calcarine,excitatory,THADA
calcarine,excitatory,RPL30
calcarine,excitatory,MIA2
calcarine,excitatory,GRB2
calcarine,excitatory,CCT4
calcarine,excitatory,UQCRC1
calcarine,excitatory,FOXK2
calcarine,excitatory,ABHD8
calcarine,excitatory,L2HGDH
calcarine,excitatory,SCP2
calcarine,excitatory,CELSR2
calcarine,excitatory,DCUN1D1
calcarine,excitatory,AMN1
calcarine,excitatory,SFI1
calcarine,excitatory,OGDH
calcarine,excitatory,LINC00476
calcarine,excitatory,HSD17B12
calcarine,excitatory,SLC38A6
calcarine,excitatory,ARMC2
calcarine,excitatory,YME1L1
calcarine,excitatory,C3orf58
calcarine,excitatory,SLF2
calcarine,excitatory,LINC02210-CRHR1
calcarine,excitatory,ATP6V0D1
calcarine,excitatory,ACVR1B
calcarine,excitatory,SPRYD3
calcarine,excitatory,MSL1
calcarine,excitatory,DGKE
calcarine,excitatory,GLUD1
calcarine,excitatory,SMURF1
calcarine,excitatory,SNX29
calcarine,excitatory,ATPAF1
calcarine,excitatory,CREB1
calcarine,excitatory,CCDC146
calcarine,excitatory,B3GLCT
calcarine,excitatory,TPK1
calcarine,excitatory,BEX5
calcarine,excitatory,LRRK1
calcarine,excitatory,NFATC3
calcarine,excitatory,AJAP1
calcarine,excitatory,CYLD
calcarine,excitatory,MED27
calcarine,excitatory,SAMD8
calcarine,excitatory,CDK10
calcarine,excitatory,RPS7
calcarine,excitatory,DYNC2LI1
calcarine,excitatory,COA1
calcarine,excitatory,RBBP4
calcarine,excitatory,PGAP1
calcarine,excitatory,NDUFAF2
calcarine,excitatory,CAB39L
calcarine,excitatory,RAB15
calcarine,excitatory,TMEM87A
calcarine,excitatory,SEC23A
calcarine,excitatory,PURG
calcarine,excitatory,SPCS2
calcarine,excitatory,HSPA8
calcarine,excitatory,SUMO3
calcarine,excitatory,CMC2
calcarine,excitatory,PTPN13
calcarine,excitatory,ATG4B
calcarine,excitatory,SERP1
calcarine,excitatory,SPOCK3
calcarine,excitatory,CDC42BPB
calcarine,excitatory,CBX3
calcarine,excitatory,BBS7
calcarine,excitatory,KIAA0586
calcarine,excitatory,CIR1
calcarine,excitatory,NAP1L4
calcarine,excitatory,ESRRA
calcarine,excitatory,TMX3
calcarine,excitatory,AC239809.3
calcarine,excitatory,RUBCN
calcarine,excitatory,FAM131B
calcarine,excitatory,TSG101
calcarine,excitatory,MAX
calcarine,excitatory,SPG11
calcarine,excitatory,SGSM2
calcarine,excitatory,ACTR10
calcarine,excitatory,RPL23
calcarine,excitatory,SEC14L1
calcarine,excitatory,DEAF1
calcarine,excitatory,POM121C
calcarine,excitatory,ELP1
calcarine,excitatory,SMARCC1
calcarine,excitatory,KDM3B
calcarine,excitatory,ARID2
calcarine,excitatory,NDUFB1
calcarine,excitatory,MATK
calcarine,excitatory,ANXA7
calcarine,excitatory,IST1
calcarine,excitatory,COX7A1
calcarine,excitatory,CCT3
calcarine,excitatory,B4GALNT1
calcarine,excitatory,CCT8
calcarine,excitatory,CABIN1
calcarine,excitatory,ENTPD1-AS1
calcarine,excitatory,GPBP1L1
calcarine,excitatory,RING1
calcarine,excitatory,SEC63
calcarine,excitatory,ZNF273
calcarine,excitatory,SNAPC3
calcarine,excitatory,SPRED1
calcarine,excitatory,CDK12
calcarine,excitatory,ALMS1
calcarine,excitatory,ST6GALNAC3
calcarine,excitatory,COQ8A
calcarine,excitatory,LGALS8
calcarine,excitatory,SH3RF3
calcarine,excitatory,UBA3
calcarine,excitatory,ACAT1
calcarine,excitatory,HAGHL
calcarine,excitatory,YARS
calcarine,excitatory,CPNE9
calcarine,excitatory,LINC02389
calcarine,excitatory,EEA1
calcarine,excitatory,PHKB
calcarine,excitatory,PSMD12
calcarine,excitatory,CDS2
calcarine,excitatory,ARMH3
calcarine,excitatory,UBE2G1
calcarine,excitatory,ARID1A
calcarine,excitatory,FBXO28
calcarine,excitatory,RNF216
calcarine,excitatory,BRSK1
calcarine,excitatory,WWP1
calcarine,excitatory,OTUB1
calcarine,excitatory,METAP2
calcarine,excitatory,GOT2
calcarine,excitatory,CAPNS1
calcarine,excitatory,P2RX7
calcarine,excitatory,ATXN7L3B
calcarine,excitatory,PITPNB
calcarine,excitatory,JAK1
calcarine,excitatory,H2AFY
calcarine,excitatory,B3GAT1
calcarine,excitatory,CDC16
calcarine,excitatory,PHF20
calcarine,excitatory,AL669831.5
calcarine,excitatory,RALGPS2
calcarine,excitatory,MRPL33
calcarine,excitatory,SENP7
calcarine,excitatory,DHX15
calcarine,excitatory,NPIPA1
calcarine,excitatory,BCL2
calcarine,excitatory,B4GALT5
calcarine,excitatory,KLHL23
calcarine,excitatory,SUGT1
calcarine,excitatory,EPN2
calcarine,excitatory,AC005726.1
calcarine,excitatory,RBM17
calcarine,excitatory,ZNF33A
calcarine,excitatory,NUDT21
calcarine,excitatory,MBOAT7
calcarine,excitatory,URI1
calcarine,excitatory,SLC22A15
calcarine,excitatory,NAA50
calcarine,excitatory,BCKDHB
calcarine,excitatory,AL591501.1
calcarine,excitatory,RHOBTB2
calcarine,excitatory,STIM1
calcarine,excitatory,PISD
calcarine,excitatory,EHD3
calcarine,excitatory,USP39
calcarine,excitatory,IL6ST
calcarine,excitatory,PSMC6
calcarine,excitatory,NAPG
calcarine,excitatory,HDLBP
calcarine,excitatory,TIPRL
calcarine,excitatory,SSFA2
calcarine,excitatory,ZNF133
calcarine,excitatory,RPL22
calcarine,excitatory,GLUL
calcarine,excitatory,IQSEC3
calcarine,excitatory,FMR1
calcarine,excitatory,DENND6A
calcarine,excitatory,CLDN12
calcarine,excitatory,ANO3
calcarine,excitatory,DPY19L1
calcarine,excitatory,MARF1
calcarine,excitatory,PARK7
calcarine,excitatory,RXFP1
calcarine,excitatory,HIVEP1
calcarine,excitatory,ZCCHC14
calcarine,excitatory,TMOD1
calcarine,excitatory,TCEAL4
calcarine,excitatory,SHLD2
calcarine,excitatory,FKBP4
calcarine,excitatory,FOXG1
calcarine,excitatory,SYMPK
calcarine,excitatory,NDUFAF6
calcarine,excitatory,TEAD1
calcarine,excitatory,ATF7IP2
calcarine,excitatory,HERPUD1
calcarine,excitatory,SRP9
calcarine,excitatory,TRAPPC12
calcarine,excitatory,C16orf72
calcarine,excitatory,HNRNPH2
calcarine,excitatory,CASP8AP2
calcarine,excitatory,NFX1
calcarine,excitatory,UBE2M
calcarine,excitatory,POLN
calcarine,excitatory,NDUFB7
calcarine,excitatory,WDR48
calcarine,excitatory,NT5DC1
calcarine,excitatory,DGKH
calcarine,excitatory,SMARCA4
calcarine,excitatory,TBC1D22A
calcarine,excitatory,CCNT2
calcarine,excitatory,OTUD6B-AS1
calcarine,excitatory,AC016687.2
calcarine,excitatory,AASDH
calcarine,excitatory,LGI3
calcarine,excitatory,RPL23A
calcarine,excitatory,DOPEY2
calcarine,excitatory,COX7B
calcarine,excitatory,RPS27
calcarine,excitatory,KCNJ9
calcarine,excitatory,SDHA
calcarine,excitatory,RDX
calcarine,excitatory,NFKB1
calcarine,excitatory,BCOR
calcarine,excitatory,PIP4K2A
calcarine,excitatory,TRANK1
calcarine,excitatory,TRAK1
calcarine,excitatory,UQCRQ
calcarine,excitatory,HSPA4
calcarine,excitatory,PNPLA8
calcarine,excitatory,MTREX
calcarine,excitatory,SLC25A27
calcarine,excitatory,CERS5
calcarine,excitatory,NCOA3
calcarine,excitatory,METTL9
calcarine,excitatory,STRN
calcarine,excitatory,ERLEC1
calcarine,excitatory,SLC7A14
calcarine,excitatory,SPEF2
calcarine,excitatory,XPO7
calcarine,excitatory,MYL6
calcarine,excitatory,MIS18BP1
calcarine,excitatory,MEAF6
calcarine,excitatory,PLPPR5
calcarine,excitatory,TPM3
calcarine,excitatory,GON4L
calcarine,excitatory,AACS
calcarine,excitatory,MTERF1
calcarine,excitatory,MCU
calcarine,excitatory,UPF3B
calcarine,excitatory,B4GALNT4
calcarine,excitatory,STK4
calcarine,excitatory,AK9
calcarine,excitatory,HSPD1
calcarine,excitatory,ZNRF3
calcarine,excitatory,APOD
calcarine,excitatory,ARMCX4
calcarine,excitatory,ZNF782
calcarine,excitatory,HIF1A
calcarine,excitatory,UBL5
calcarine,excitatory,CLNS1A
calcarine,excitatory,AUP1
calcarine,excitatory,VTA1
calcarine,excitatory,RPS13
calcarine,excitatory,RNF10
calcarine,excitatory,OXSR1
calcarine,excitatory,EFCAB2
calcarine,excitatory,GNB2
calcarine,excitatory,GALNT8
calcarine,excitatory,JAKMIP1
calcarine,excitatory,STPG2
calcarine,excitatory,EIF3E
calcarine,excitatory,PRKRA
calcarine,excitatory,GSTA4
calcarine,excitatory,SDCBP
calcarine,excitatory,ZNF25
calcarine,excitatory,BMPR1A
calcarine,excitatory,THUMPD1
calcarine,excitatory,GRSF1
calcarine,excitatory,ADAMTS19
calcarine,excitatory,ERGIC2
calcarine,excitatory,CC2D1A
calcarine,excitatory,ADGRV1
calcarine,excitatory,GPR22
calcarine,excitatory,CHD8
calcarine,excitatory,POM121
calcarine,excitatory,RAB30
calcarine,excitatory,AC004076.1
calcarine,excitatory,MTMR3
calcarine,excitatory,DSE
calcarine,excitatory,MRPL19
calcarine,excitatory,TAPBP
calcarine,excitatory,ARHGAP20
calcarine,excitatory,FAM182B
calcarine,excitatory,AC006504.5
calcarine,excitatory,DCP1A
calcarine,excitatory,PITPNA
calcarine,excitatory,HLTF
calcarine,excitatory,MPC1
calcarine,excitatory,MTMR7
calcarine,excitatory,ULK3
calcarine,excitatory,ZNF302
calcarine,excitatory,CDC73
calcarine,excitatory,ERBB4
calcarine,excitatory,IARS
calcarine,excitatory,PDK3
calcarine,excitatory,MT2A
calcarine,excitatory,INTS1
calcarine,excitatory,SGK3
calcarine,excitatory,SELENOO
calcarine,excitatory,PTCD3
calcarine,excitatory,TCEA2
calcarine,excitatory,DNMT3A
calcarine,excitatory,SF3B2
calcarine,excitatory,C11orf87
calcarine,excitatory,VPS35L
calcarine,excitatory,SNTB2
calcarine,excitatory,ANAPC1
calcarine,excitatory,LONRF1
calcarine,excitatory,FAM193B
calcarine,excitatory,TMEM41B
calcarine,excitatory,DDB1
calcarine,excitatory,TRAPPC6B
calcarine,excitatory,GMCL1
calcarine,excitatory,NNT-AS1
calcarine,excitatory,PSMD11
calcarine,excitatory,PIP5K1B
calcarine,excitatory,AC009690.1
calcarine,excitatory,CCDC136
calcarine,excitatory,PNMA8A
calcarine,excitatory,RHOT2
calcarine,excitatory,NDUFS7
calcarine,excitatory,TMED8
calcarine,excitatory,RAF1
calcarine,excitatory,PXYLP1
calcarine,excitatory,ANP32A
calcarine,excitatory,SEMA6B
calcarine,excitatory,FAAH2
calcarine,excitatory,ROGDI
calcarine,excitatory,ZSWIM8
calcarine,excitatory,RHOBTB3
calcarine,excitatory,UBLCP1
calcarine,excitatory,GSE1
calcarine,excitatory,CLPTM1
calcarine,excitatory,ATXN3
calcarine,excitatory,CFAP299
calcarine,excitatory,HOOK1
calcarine,excitatory,RUSC1
calcarine,excitatory,ELOVL6
calcarine,excitatory,CYB5B
calcarine,excitatory,IDH3A
calcarine,excitatory,WRN
calcarine,excitatory,DAP3
calcarine,excitatory,PDIA2
calcarine,excitatory,ADCY3
calcarine,excitatory,CTSA
calcarine,excitatory,CFAP36
calcarine,excitatory,LTBP3
calcarine,excitatory,GIT1
calcarine,excitatory,TMEM246
calcarine,excitatory,PTGR1
calcarine,excitatory,CNTRL
calcarine,excitatory,PRDM8
calcarine,excitatory,CHMP4B
calcarine,excitatory,UQCC1
calcarine,excitatory,PDIA6
calcarine,excitatory,CAMK1
calcarine,excitatory,ATP8B1
calcarine,excitatory,SCG2
calcarine,excitatory,CNBP
calcarine,excitatory,ALG13
calcarine,excitatory,RPLP0
calcarine,excitatory,ANKFY1
calcarine,excitatory,SLC38A9
calcarine,excitatory,BBIP1
calcarine,excitatory,UBXN6
calcarine,excitatory,OSBPL10
calcarine,excitatory,ANTXR1
calcarine,excitatory,CAPRIN1
calcarine,excitatory,BTAF1
calcarine,excitatory,XRCC6
calcarine,excitatory,C6orf89
calcarine,excitatory,KIAA1549
calcarine,excitatory,RSRC2
calcarine,excitatory,NOVA2
calcarine,excitatory,CTNNA1
calcarine,excitatory,ATG5
calcarine,excitatory,NDUFS8
calcarine,excitatory,LINC02296
calcarine,excitatory,SELENOI
calcarine,excitatory,TIAL1
calcarine,excitatory,SLC12A6
calcarine,excitatory,NME3
calcarine,excitatory,RIPOR1
calcarine,excitatory,FAM208A
calcarine,excitatory,INTU
calcarine,excitatory,PRDX5
calcarine,excitatory,SCYL2
calcarine,excitatory,MIER1
calcarine,excitatory,MBTPS1
calcarine,excitatory,SIN3B
calcarine,excitatory,MFSD4A
calcarine,excitatory,RPS5
calcarine,excitatory,SLC30A10
calcarine,excitatory,RARB
calcarine,excitatory,PAG1
calcarine,excitatory,UBE4A
calcarine,excitatory,TM7SF3
calcarine,excitatory,FRS2
calcarine,excitatory,NPIPB5
calcarine,excitatory,WSB2
calcarine,excitatory,THRA
calcarine,excitatory,KCNAB1
calcarine,excitatory,SMIM14
calcarine,excitatory,NDUFA12
calcarine,excitatory,MAPK4
calcarine,excitatory,TRPM2
calcarine,excitatory,ERO1B
calcarine,excitatory,VPS28
calcarine,excitatory,ACTR1A
calcarine,excitatory,ZNF675
calcarine,excitatory,ERICH3
calcarine,excitatory,PER1
calcarine,excitatory,NARF
calcarine,excitatory,ANKMY2
calcarine,excitatory,AC013394.1
calcarine,excitatory,RSBN1
calcarine,excitatory,SIDT1
calcarine,excitatory,ATP13A3
calcarine,excitatory,NDUFS4
calcarine,excitatory,SLC17A5
calcarine,excitatory,GRM8
calcarine,excitatory,WDR11
calcarine,excitatory,CDYL2
calcarine,excitatory,DAZAP2
calcarine,excitatory,SCAP
calcarine,excitatory,MAP7D1
calcarine,excitatory,CALD1
calcarine,excitatory,TMEM38A
calcarine,excitatory,C3orf14
calcarine,excitatory,DCAF7
calcarine,excitatory,NCOA6
calcarine,excitatory,KIAA1671
calcarine,excitatory,NUP133
calcarine,excitatory,CCNL1
calcarine,excitatory,SBDS
calcarine,excitatory,GABPB1-AS1
calcarine,excitatory,EIF3H
calcarine,excitatory,HOOK2
calcarine,excitatory,VWC2L
calcarine,excitatory,RHOA
calcarine,excitatory,GAB2
calcarine,excitatory,EP400
calcarine,excitatory,SELENOF
calcarine,excitatory,HNRNPR
calcarine,excitatory,THUMPD3-AS1
calcarine,excitatory,RPS6KA6
calcarine,excitatory,CLCN7
calcarine,excitatory,NR1D1
calcarine,excitatory,PTPRJ
calcarine,excitatory,LIPA
calcarine,excitatory,WASF3
calcarine,excitatory,PRPF8
calcarine,excitatory,RFTN1
calcarine,excitatory,SMARCA5
calcarine,excitatory,C7orf50
calcarine,excitatory,CTDSPL2
calcarine,excitatory,PCF11
calcarine,excitatory,SGTB
calcarine,excitatory,MTR
calcarine,excitatory,ZDHHC11B
calcarine,excitatory,RSPH3
calcarine,excitatory,TBK1
calcarine,excitatory,CFDP1
calcarine,excitatory,ARL8A
calcarine,excitatory,NR2C2
calcarine,excitatory,HM13
calcarine,excitatory,XPO4
calcarine,excitatory,GNG2
calcarine,excitatory,RBL2
calcarine,excitatory,AP3D1
calcarine,excitatory,LYRM4
calcarine,excitatory,VCP
calcarine,excitatory,EIF3A
calcarine,excitatory,KCNA1
calcarine,excitatory,DPH6
calcarine,excitatory,CLDND1
calcarine,excitatory,NDUFB2
calcarine,excitatory,EDEM3
calcarine,excitatory,VOPP1
calcarine,excitatory,AF117829.1
calcarine,excitatory,NEURL1
calcarine,excitatory,CALCOCO1
calcarine,excitatory,NFYC
calcarine,excitatory,SERBP1
calcarine,excitatory,ARL6
calcarine,excitatory,CBLB
calcarine,excitatory,FAM131A
calcarine,excitatory,HMGCR
calcarine,excitatory,PREP
calcarine,excitatory,COPS2
calcarine,excitatory,ZNF280D
calcarine,excitatory,TPM1
calcarine,excitatory,UBAP1
calcarine,excitatory,RAB5B
calcarine,excitatory,RPL21
calcarine,excitatory,CLASRP
calcarine,excitatory,NDUFV1
calcarine,excitatory,WAPL
calcarine,excitatory,PRKACA
calcarine,excitatory,JTB
calcarine,excitatory,MTMR2
calcarine,excitatory,ZNF254
calcarine,excitatory,AP2A1
calcarine,excitatory,KPNA4
calcarine,excitatory,TYW1
calcarine,excitatory,MAP3K9
calcarine,excitatory,PLEKHM2
calcarine,excitatory,WWC2
calcarine,excitatory,KDM6A
calcarine,excitatory,KDM2B
calcarine,excitatory,CCP110
calcarine,excitatory,SNRPD2
calcarine,excitatory,TANK
calcarine,excitatory,CCM2
calcarine,excitatory,CX3CL1
calcarine,excitatory,TMEM260
calcarine,excitatory,PAQR3
calcarine,excitatory,PRMT8
calcarine,excitatory,CYFIP1
calcarine,excitatory,RAD23A
calcarine,excitatory,ATF4
calcarine,excitatory,ATAD2B
calcarine,excitatory,PRR14L
calcarine,excitatory,SDHC
calcarine,excitatory,SELENOT
calcarine,excitatory,CCT6A
calcarine,excitatory,LRP12
calcarine,excitatory,SUPT20H
calcarine,excitatory,B2M
calcarine,excitatory,JPH1
calcarine,excitatory,KLHL29
calcarine,excitatory,KIAA1324
calcarine,excitatory,PIP5K1A
calcarine,excitatory,RNF34
